区县,名称,电话,联系人,邮编,地址,创建时间,房屋面积,服务项目
嘉定区,新丰社区老年活动室,59190034,朱新家,201824,金沙江路2823弄2号,2003-03,450,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
嘉定区,祁连社区老年活动室,59182173,褚志龙,201824,丰庄北路480弄128号,2000-01,800,阅览，涉老法律咨询与宣传，社区为老服务便民活动，谈心服务
嘉定区,金汤社区老年活动室,69189114,陆维莎,201824,金汤路655弄59号,2003-05,300,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
嘉定区,清峪社区老年活动室,39170357,芮荷英,201824,新郁路185号,2008-08,544.6,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
嘉定区,中泾村老年活动室,59937487,陆惠琴,201823,中泾村391号,1995-01,660,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动
嘉定区,嘉定区外冈镇大陆村老年活动室,59584867,程潜,201806,大陆村大碾路208号,1998-09,470,阅览，涉老法律咨询与宣传，医疗咨询与健康教育
嘉定区,嘉枫社区老年活动室,69903171,卢方珍,201800,永靖路288弄内街104室,2008-03,250,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
嘉定区,青岗村老年活动室,69968792,曹桂芬,201800,沪宜公路5058弄15号,2000-01,650,阅览，医疗咨询与健康教育，老人康乐、兴趣小组活动
嘉定区,嘉馨社区老年活动室,69901511,许雯,201800,平城路606弄9号102室,2005-06,400,阅览，医疗咨询与健康教育，老人康乐、兴趣小组活动，远程收视点
嘉定区,嘉邦社区老年活动室,59927540,汤云飞,201800,棋盘路1139弄42号,2001-02,230,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
嘉定区,竹筱村老年活动室,69914305,周洪高,201800,竹筱村西官路258号,2007-09,752,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
嘉定区,嘉宏社区老年活动室,69913105,李洁,201800,清河路420弄30号,2001-11,160,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，远程收视点
嘉定区,泰宸社区老年活动室,69902865,王林芬,201800,柳湖路791号,2008-04,130,阅览，医疗咨询与健康教育，社区为老服务便民活动，老人康乐、兴趣小组活动，远程收视点
嘉定区,嘉定区嘉定镇街道乐龄老年人日间服务中心,39119231,高红梅,201801,塔城路440弄29号,2007-12,,
嘉定区,北龚村老年活动室,59588668,龚永福,201806,北龚塘村,1995-02,400,阅览，社区为老服务便民活动，远程收视点
嘉定区,马门村老年活动室,59936453,王雪琴,201823,马门村348号,1996-06,153,阅览，医疗咨询与健康教育，社区为老服务便民活动，老人康乐、兴趣小组活动，远程收视点
嘉定区,管家村老年活动室,59588237,宋杰,201806,管家村冈身路215号,2008-08,300,医疗咨询与健康教育，社区为老服务便民活动，谈心服务，远程收视点
嘉定区,外冈村老年活动室,59588616,周剑锋,201806,外冈村祁昌路144弄2号,2003-05,600,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，助餐服务
嘉定区,葛隆村老年活动室,59585721,陈伟明,201806,葛隆村690号,2006-10,1320,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
嘉定区,杏花社区老年活动室,59580446,周玲英,201806,嘉松北路338弄7号102室,2009-05,115,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务
嘉定区,岗峰村老年活动室,59588401,黄建华,201806,瞿门冈峰,2007-04,130,阅览，涉老法律咨询与宣传，棋牌，电视
嘉定区,望新村老年活动室,39930127,徐惠良,201823,望新村南队,2008-10,745,阅览，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
嘉定区,嘉星社区老年活动室（无建制）,59112282,臧华娣,201803,华江支路677弄97号,2010-06,180,阅览，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
嘉定区,嘉航社区老年活动室（无建制）,69119017,高琳娟,201803,海川路58弄16号,2010-05,850,阅览，医疗咨询与健康教育，老人康乐、兴趣小组活动
嘉定区,金虹社区老年活动室（无建制）,69924652,周霞娟,201803,金园一路1115弄58号,2010-11,620,阅览，老人康乐、兴趣小组活动
嘉定区,金佳老年活动服务社（无建制）,39530889,李萍,201803,金园一路1118弄173号,2009-06,300,阅览，涉老法律咨询与宣传，谈心服务，老人康乐、兴趣小组活动，远程收视点
嘉定区,高潮中心村老年活动室（无建制）,59119505,张德良,201803,黄家花园路88弄105号,2004-06,150,阅览
嘉定区,金水社区老年活动室（无建制）,69929915,曹婉萍,201803,鹤霞路555弄91号201室,2010-08,220,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
嘉定区,嘉川社区老年活动室,39111207,张丽丽,201803,海波路118号,2009-09,800,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
嘉定区,嘉怡社区老年活动室,13641937162,周黎,201812,吴杨东路333弄258号二楼,2006-11,546,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，戏曲沙龙、民乐小组、书画小组
嘉定区,先农村老年活动室,69130688,黄云龙,201812,先农村先农路2769号,1998-10,470,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，远程收视点
嘉定区,曹安社区老年活动室,69118478,滕文清,201803,华江路38号,2010-09,80,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
嘉定区,嘉定区江桥镇五四村老年活动室,69116351,贺秋虎,201803,五四村卫生院旁边,2002-01,850,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
嘉定区,嘉定区江桥镇新江村老年活动室,39528383,李泉平,201812,新江村108号,2004-03,195,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，远程收视点
嘉定区,嘉华社区老年活动室,69973584,朱大为,201803,张掖路406号,2010-03,400,阅览，医疗咨询与健康教育，社区为老服务便民活动，谈心服务
嘉定区,金中社区老年活动室,39553089,朱静波,201803,鹤霞路618弄,2010-12,380,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，远程收视点
嘉定区,杨柳社区老年活动室,59138211,张玲芳,201812,吴杨路100弄19号,1997-06,90,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，远程收视点
嘉定区,增建村老年活动室,39949416,杨仁德,201812,增建村130号,2009-05,680,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，远程收视点
嘉定区,太平村老年活动室,69132416-8002,王仁林,201812,太平村宝园六路,2001-03,353,涉老法律咨询与宣传，远程收视点
嘉定区,江宁社区老年活动室,59148158,朱君,201803,曲江路15弄35号,1998-05,255,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
嘉定区,富友社区老年活动室,69139164,吴少华,201803,临夏路999弄24号,2006-01,150,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，老人康乐、兴趣小组活动，远程收视点
嘉定区,江华社区老年活动室,69115163,李华,201803,靖远路799弄44号2楼,2008-10,410,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
嘉定区,嘉定区江桥镇星火村老年活动室,39550160,翟永华,201812,曹安路3035号,2002-05,140,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，远程收视点
嘉定区,嘉定区嘉定镇街道老年人日间服务中心,59928144,朱乃荣,201800,李园二村36号,2003,,
浦东新区,阳光苑三居委老年活动室,50213332,金珏,201209,民耀路391弄门卫隔壁,2005-04,24,涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,杨桥村活动室,58911098,史林祥,201204,北中路519号,2003-09,250,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，老人康乐、兴趣小组活动，远程收视点
浦东新区,博山东路居委老年活动室,50382226,朱国邦,200136,居家桥路688弄1号,2006-08,40,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务
浦东新区,联勤村活动室,58919812,王宝其,201204,联勤村,1995-01,700,阅览，老人康乐、兴趣小组活动，远程收视点
浦东新区,航头镇牌楼村老年活动室,68146002,陈根福,201317,牌楼村20组,2004-12,130,阅览，医疗咨询与健康教育，老人康乐、兴趣小组活动
浦东新区,莲安二居活动室,68929030,谢海山,201204,莲安西路125弄78号,2005-03,150,医疗咨询与健康教育，社区为老服务便民活动，老人康乐、兴趣小组活动，远程收视点
浦东新区,航头镇丰桥老年活动室,0,方美英,201316,丰桥村10组,1995-06,180,老人康乐、兴趣小组活动
浦东新区,莲安一居活动室,68920922,钟紫岚,201204,莲安西路125弄140号,1997-09,185,阅览，医疗咨询与健康教育，老人康乐、兴趣小组活动，远程收视点
浦东新区,航头镇丰桥村檀香老年活动室,0,沈锦璋,201316,丰桥村1组,1995-01,130,老人康乐、兴趣小组活动
浦东新区,龙港居委活动室,68924712,陆叶,201204,高科西路3060弄2号,2002-05,120,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,丽都成品老年活动室,50259980,王晓红,200129,利津路729弄11号,2008-07,100,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,丽都康城老年活动室,50259980,王晓红,200129,荷泽路58弄1号3楼,2007-04,80,涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,海防居委老年活动室,58857780,黄月娣,200135,洋泾街道海防新村73号,1995-01,150,阅览，医疗咨询与健康教育，老人康乐、兴趣小组活动
浦东新区,祝桥镇果园村,68267499,樊国平,201325,果园村,2011-10,250,涉老法律咨询与宣传，谈心服务
浦东新区,祝桥镇老年活动室,68267478-603,季永生,201325,新东村,2008-04,120,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,和平居委活动室,58913607,李俊华,201204,沪南路577弄10号,2001-01,126,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，老人康乐、兴趣小组活动，远程收视点
浦东新区,祝桥镇新如村老年活动室,68265042,姚海荣,201325,新如村新路4组324号,1998-06,90,阅览，涉老法律咨询与宣传，谈心服务
浦东新区,凌高居民区多功能活动室,58216883,景云凤,200135,栖山路385号,2003-06,250,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,香花居委活动室,58911298,葛友华,201204,香花街52号,1999-01,188,阅览，老人康乐、兴趣小组活动，远程收视点
浦东新区,城市家园老年活动室,50176227,陶静雯,201206,永宁路33弄12号,2010-09,286,阅览，远程收视点
浦东新区,六灶镇汤店村第二老年活动室,68160063,乔林娟,201322,汤店村11组,2001-01,180,阅览，医疗咨询与健康教育，谈心服务
浦东新区,虹南居委活动室,58912438,夏爱娣,201204,沪南路1351弄9号,1995-04,166,阅览，医疗咨询与健康教育，社区为老服务便民活动，远程收视点
浦东新区,勤昌村村民活动,68902957,蔡耀明,201201,合庆镇勤昌村三甲路268号,2008-10,2140,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，远程收视点，棋牌
浦东新区,六灶镇汤店村老年活动室,58165730,龚国弟,201322,汤店村4组2773号,2001-01,90,阅览，医疗咨询与健康教育，谈心服务
浦东新区,永红村活动中心,58971469,唐水祥,201201,合庆镇小白路1000号,1995-06,900,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,红三村老年活动中心,13801883871,曹三毛,201325,红三村,2003-06,400,阅览，文艺、沪剧等
浦东新区,紫叶二居活动室,68920196,汪丽生,201204,紫叶路192弄48号,2004-10,180,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,沔北活动室,58573315,韩东根,201210,沔北村,1998-07,800,阅览，社区为老服务便民活动，谈心服务，远程收视点
浦东新区,祝桥镇卫民村老年活动室,68106660,康军华,201323,卫民村9组601号,2004-05,298,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，老人康乐、兴趣小组活动
浦东新区,上海市浦东新区六灶镇七灶村第二老年活动室,58169145,朱燕,201322,七灶村7组,2010-05,445,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动
浦东新区,东风村老年活动中心,58971102,奚美芳,201201,合庆镇东胜路1155号,2001-03,300,阅览，涉老法律咨询与宣传，医疗咨询与健康教育
浦东新区,浦东新区祝桥镇星火村老年活动室,13120749572,杜祥兴,201324,星火村,2003-07,150,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,浦东新区曹路镇五四村老年活动室,50686205,孙凤珍,201209,五四村,2004-01,744,阅览，老人康乐、兴趣小组活动
浦东新区,归泾村老年协会活动室,58494128,叶伯兴,200124,归泾村村委,2008-06,2000,阅览，涉老法律咨询与宣传，谈心服务，远程收视点
浦东新区,三林镇中林村老年活动室,58490314,钱国杰,200124,中林村委会,1995-01,300,谈心服务
浦东新区,泥城镇中泐村老年活动室,58240869,朱梅芳,201307,中泐村939号,2004-01,350,阅览，涉老法律咨询与宣传，谈心服务，远程收视点
浦东新区,泥城镇人民村村民委员会,58071105,王金华,201306,人民村人民路1588号,2006-01,840,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,蝶恋园居委老年活动室,58509716,张景荣,200136,金桥路530弄10号103室,2000-03,97,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，老人康乐、兴趣小组活动，远程收视点
浦东新区,三林镇杨南二居委活动室,58426201,吴翠萍,200124,杨南路639号,2009-06,560,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,三林镇岭南居委活动室,58419525,陆伟红,200124,凌兆路1号,2003-06,540,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务
浦东新区,浦东新区川沙新镇南桥居委星光老年之家,58982091,陈红,201299,城南路368弄6号,2003-01,150,阅览，医疗咨询与健康教育，社区为老服务便民活动，老人康乐、兴趣小组活动，助餐服务
浦东新区,金台二居委老年文艺棋牌室,50715246,张文英,200136,枣庄路1029弄,1996-04,60,"远程收视点，棋牌,沪剧"
浦东新区,东明村活动室,50851610,张林福,200124,东明村委会,1998-04,28,阅览，谈心服务
浦东新区,北小区老年活动室,58712026,北小区居委会,200129,莱阳路301弄28号101室,1998-06,200,阅览，老人康乐、兴趣小组活动，远程收视点
浦东新区,高东镇高东新村第三居委老年活动室,58487918,李勤华,200137,高东镇光泽路428弄86号,2008-05,360,阅览，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，助餐服务
浦东新区,高东镇千秋居委会,58484032,朱大忠,200137,高东镇高东二路47弄62号,2005-04,520,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
浦东新区,东六居委老年活动室,50691933,吴刚,200129,东波路248弄10号,2002-09,100,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动
浦东新区,高东镇高东新村第二居委会活动室,58483437,庄宣林,200137,高东镇光泽路120弄21号,2006-05,300,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，老人康乐、兴趣小组活动，远程收视点
浦东新区,向东老年活动室,58464935,竺家华,200129,向东新村1号甲,2009-10,48,远程收视点
浦东新区,沪新老年活动室,58717986,荀萍,200129,沪东新村76号甲,2000-03,500,阅览，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
浦东新区,高东镇上游村老年活动室,68482678,王建国,201208,高东镇上游村上钦路168号,2008-05,400,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，助餐服务
浦东新区,高东镇新连苑居委老年活动室,68486385,卢永明,201208,高东镇新园路251弄,2006-04,200,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
浦东新区,潍坊十村一居委会活动室,58204797,张芬芬,200122,潍坊路154弄1号,2002-06,100,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动
浦东新区,陆凌居委老龄活动室,50404861,蔡林芳,200137,浦东北路4646弄10号后,2005-09,140,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,吕三村老年活动室,58961462,奚连章,201210,吕三村唐龙路163号,2002-07,410,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,高东镇老年活动中心,58485875,孙晓春,200137,高东镇光明路180弄180号,2004-04,1500,阅览，涉老法律咨询与宣传，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
浦东新区,虹一村老年活动室,58582752,张根法,201201,虹一村双叶路88号,2007-11,1610,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,汤巷中心村文化活动中心,58130030,夏晶、蔡清,201319,川周公路3010弄70号,2001-10,2700,阅览，医疗咨询与健康教育，老人康乐、兴趣小组活动，远程收视点
浦东新区,东波路第二居委老年活动室,68468151,吴玉章,200129,东波路49弄86号,2009-11,80,医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
浦东新区,民丰村老年活动室,58960510,龚炳权,201210,民丰村北黄家宅100号,2003-03,850,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,高桥镇南街居委老年活动室,58677208,沈伟杰,200137,界浜场1号,2004-01,100,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,上川居委活动室,58461123,张琳成,200136,金桥路黄家宅8号,1996-01,50,涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,寿二居委活动室,58505249,马志平,200129,寿光路161弄25号对面,2007-03,25,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,唐人苑居委老年活动室,58960515,龚秀芳,201210,唐镇路127弄57号,2003-06,500,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,东方知音居委老年活动室,50347130,朱伟平,200136,博山东路811弄56号101室,2006-01,140,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,高东镇沙港村老年活动室,58482313,万宝发,200137,高东镇沙港一路,2002-05,1960,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，老人康乐、兴趣小组活动，远程收视点
浦东新区,齐爱居委老年活动室,50159221,徐勋生,201210,齐爱路199弄72号,2009-05,370,阅览，涉老法律咨询与宣传，老人康乐、兴趣小组活动，远程收视点
浦东新区,金台二居委乒乓活动室,50715246,张文英,200136,杨高中路750弄85号,1996-04,60,打乒乓
浦东新区,浦东新区川沙新镇园西居委老年活动室,58983254,孔立新,201299,川沙路5122弄56号,2001-05,550,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
浦东新区,浦东新区川沙新镇虹桥村老年活动室,58925977,朱林国,201200,虹桥村,1998-08,550,阅览，老人康乐、兴趣小组活动
浦东新区,三林镇杨南居委活动室,68326277,戴学妹,200124,杨南路826弄36号,2008-08,188,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,浦东新区川沙新镇金星小区老年活动室,58904432,韩伟锋,201299,川环南路345弄6号,2006-06,50,阅览，老人康乐、兴趣小组活动
浦东新区,高桥新益社区老年活动中心,58642019,张丽霞,200137,新益村严家江东140号,2006-10,1170,阅览，医疗咨询与健康教育，老人康乐、兴趣小组活动
浦东新区,居家桥居委老年活动室,021-58462411,陈丹萍,200136,居家桥路151弄34号,2006-06,60,涉老法律咨询与宣传，社区为老服务便民活动，谈心服务，远程收视点
浦东新区,东唐苑居委老年活动室,58968301,诸笑青,201210,唐镇路320弄跨街楼,2004-10,200,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,虹三村老年活动室,50683885,陈逸辉,201201,虹三村景雅路221号,2006-05,460,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,小湾村老年活动室,13120619886,沈翠英,201201,小湾村,2006-06,3500,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,浦东新区川沙新镇天乐居委老年活动室,58904432,韩伟峰,201200,川周公路8828弄65号,2001-01,130,阅览，涉老法律咨询与宣传，谈心服务
浦东新区,江夏居委会标准化老年活动室,33920320,杨宝丽,201210,益江路250号,2006-10,710,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，棋牌、健身、讲座等
浦东新区,罗山四村58弄老年活动室,58518746,张寿英,200136,德平路58弄10号,2008-01,25,阅览，老人康乐、兴趣小组活动，远程收视点
浦东新区,罗山四村81弄老年活动室,58518746,张寿英,200136,博山东路81弄14号102室,1995-01,120,老人康乐、兴趣小组活动
浦东新区,泥城镇彭庙村老年活动室,13761305283,严海仙,201307,彭庙村178号,2006-10,580,阅览，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,金杨六居市民学校,50715694,张友忠,200135,金杨路785弄22号,2003-08,60,涉老法律咨询与宣传，老人康乐、兴趣小组活动，远程收视点
浦东新区,金杨六居委老年活动室,50715694,沙婷,200135,金杨路785弄23号,2003-03,18,涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动
浦东新区,金杨第六居民委员会,50715694,蒋忠宝,200136,金杨路757弄76号103室,2003-03,50,老人康乐、兴趣小组活动
浦东新区,金杨社区老年人日间服务中心,50707455,李洪芳,200136,金杨路220弄41号,1999-12,1100,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
浦东新区,罗山三（1）居委老年活动室,58512267,徐银德,200136,栖山路1088弄17号,2005-05,20,阅览，医疗咨询与健康教育，社区为老服务便民活动
浦东新区,银山四居老年活动室,50716964,廖尔琼,200136,银山路370弄1号,2003-07,80,医疗咨询与健康教育，会议室
浦东新区,1663弄活动室,50257934,陶康明,200129,博兴路1663弄27-1,2001-09,120,阅览，社区为老服务便民活动，老人康乐、兴趣小组活动，远程收视点
浦东新区,九街坊活动室,50254033,黄惠珍,200129,博兴路1676弄30号,2002-04,250,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,东陆路第三居委会第三老年活动室,021-68716625,王海平,200129,东陆路1485弄锦悦苑内,2006-01,30,社区为老服务便民活动
浦东新区,1424弄活动室,50257934,陶康明,200129,五莲路1424弄33-1,1997-11,120,社区为老服务便民活动，老人康乐、兴趣小组活动
浦东新区,懿德村老年活动室,33929502,吴锦兴,200124,林恒路838号,1995-08,180,阅览，老人康乐、兴趣小组活动
浦东新区,三林镇红旗村老年文化活动中心,33929588,夏林仙,200124,三林镇红旗村村委会,1995-01,3600,阅览，医疗咨询与健康教育，老人康乐、兴趣小组活动
浦东新区,由由一村金秋老年活动室,58397911,朱霞敏,200125,严杨路30弄,2003-06,200,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
浦东新区,由由八居委老年活动室,50723004,黄春华,200125,高科西路2091号,2008-10,300,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,由由六村家园活动室,58393254,陆燕群,200125,严镇路96弄,1998-02,120,阅览，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,浦东新区惠南镇西城社区老年活动中心,13761395898,倪凤,201300,听悦路685弄43号,2011-05,1000,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
浦东新区,昱龙家园老年活动室,20902599,徐桂章,201319,康达路688弄7号101室,2008-11,300,阅览，谈心服务，远程收视点
浦东新区,康桥月苑社区文化活动服务中心,20902599,徐桂章,201319,康佳路38弄9号101,2009-12,280,阅览，涉老法律咨询与宣传，社区为老服务便民活动，谈心服务，亲子活动
浦东新区,秀康社区老年人日间服务中心,20902599,徐桂章,201319,康达路508弄36号102室,2009-02,350,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，远程收视点，助餐服务
浦东新区,香山三居委老年活动室1,68566614,任杏娣,200136,灵山路1799弄42号,2010-05,50,棋牌
浦东新区,万祥镇万兴村老年活动室,58047224,严可兴,201313,万兴村万一3组,2002-05,270,阅览，涉老法律咨询与宣传，老人康乐、兴趣小组活动，远程收视点
浦东新区,万祥镇馨苑小区老年活动室,15000536495,王才君,201313,万和路118号,2006-07,200,阅览，社区为老服务便民活动，老人康乐、兴趣小组活动
浦东新区,万祥镇万祥社区老年活动室,58046051,周新华,201313,万祥镇居委振万路50号,2009-10,120,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,一心村老年活动室,18918186416,梅秀娟,201201,川沙路2060号,2004-10,1800,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
浦东新区,三民老年活动中心,50833378,叶才伯,200123,东明路东侧北张家宅203号,2000-08,500,阅览，社区为老服务便民活动
